,Symbol,Code,Name,BeginDate,EndDate,Type,Exchange,MinTick,Multiplier,begindate,enddate
1502,S.CN.SSE.603099,603099,长白山,2014-08-22,2200-01-01,STOCK,,,,2014-08-22,2200-01-01
1503,S.CN.SSE.603100,603100,川仪股份,2014-08-05,2200-01-01,STOCK,,,,2014-08-05,2200-01-01
1504,S.CN.SSE.603101,603101,汇嘉时代,2016-05-06,2200-01-01,STOCK,,,,2016-05-06,2200-01-01
1505,S.CN.SSE.603102,603102,百合股份,2022-01-25,2200-01-01,STOCK,,,,2022-01-25,2200-01-01
1506,S.CN.SSE.603103,603103,横店影视,2017-10-12,2200-01-01,STOCK,,,,2017-10-12,2200-01-01
1507,S.CN.SSE.603105,603105,芯能科技,2018-07-09,2200-01-01,STOCK,,,,2018-07-09,2200-01-01
1508,S.CN.SSE.603106,603106,恒银科技,2017-09-20,2200-01-01,STOCK,,,,2017-09-20,2200-01-01
1509,S.CN.SSE.603108,603108,润达医疗,2015-05-27,2200-01-01,STOCK,,,,2015-05-27,2200-01-01
1510,S.CN.SSE.603109,603109,神驰机电,2019-12-31,2200-01-01,STOCK,,,,2019-12-31,2200-01-01
1511,S.CN.SSE.603110,603110,东方材料,2017-10-13,2200-01-01,STOCK,,,,2017-10-13,2200-01-01
1512,S.CN.SSE.603111,603111,康尼机电,2014-08-01,2200-01-01,STOCK,,,,2014-08-01,2200-01-01
1513,S.CN.SSE.603112,603112,华翔股份,2020-09-17,2200-01-01,STOCK,,,,2020-09-17,2200-01-01
1514,S.CN.SSE.603113,603113,金能科技,2017-05-11,2200-01-01,STOCK,,,,2017-05-11,2200-01-01
1515,S.CN.SSE.603115,603115,海星股份,2019-08-09,2200-01-01,STOCK,,,,2019-08-09,2200-01-01
1516,S.CN.SSE.603116,603116,红蜻蜓,2015-06-29,2200-01-01,STOCK,,,,2015-06-29,2200-01-01
1517,S.CN.SSE.603117,603117,万林物流,2015-06-29,2200-01-01,STOCK,,,,2015-06-29,2200-01-01
1518,S.CN.SSE.603118,603118,共进股份,2015-02-25,2200-01-01,STOCK,,,,2015-02-25,2200-01-01
1519,S.CN.SSE.603121,603121,华培动力,2019-01-11,2200-01-01,STOCK,,,,2019-01-11,2200-01-01
1520,S.CN.SSE.603122,603122,合富中国,2022-02-16,2200-01-01,STOCK,,,,2022-02-16,2200-01-01
1521,S.CN.SSE.603123,603123,翠微股份,2012-05-03,2200-01-01,STOCK,,,,2012-05-03,2200-01-01
1522,S.CN.SSE.603126,603126,中材节能,2014-07-31,2200-01-01,STOCK,,,,2014-07-31,2200-01-01
1523,S.CN.SSE.603127,603127,昭衍新药,2017-08-25,2200-01-01,STOCK,,,,2017-08-25,2200-01-01
1524,S.CN.SSE.603128,603128,华贸物流,2012-05-29,2200-01-01,STOCK,,,,2012-05-29,2200-01-01
1525,S.CN.SSE.603129,603129,春风动力,2017-08-18,2200-01-01,STOCK,,,,2017-08-18,2200-01-01
1526,S.CN.SSE.603131,603131,上海沪工,2016-06-07,2200-01-01,STOCK,,,,2016-06-07,2200-01-01
1527,S.CN.SSE.603132,603132,金徽股份,2022-02-22,2200-01-01,STOCK,,,,2022-02-22,2200-01-01
1528,S.CN.SSE.603133,603133,碳元科技,2017-03-20,2200-01-01,STOCK,,,,2017-03-20,2200-01-01
1529,S.CN.SSE.603136,603136,天目湖,2017-09-27,2200-01-01,STOCK,,,,2017-09-27,2200-01-01
1530,S.CN.SSE.603138,603138,海量数据,2017-03-06,2200-01-01,STOCK,,,,2017-03-06,2200-01-01
1531,S.CN.SSE.603139,603139,康惠制药,2017-04-21,2200-01-01,STOCK,,,,2017-04-21,2200-01-01
1532,S.CN.SSE.603150,603150,万朗磁塑,2022-01-24,2200-01-01,STOCK,,,,2022-01-24,2200-01-01
1533,S.CN.SSE.603155,603155,新亚强,2020-09-01,2200-01-01,STOCK,,,,2020-09-01,2200-01-01
1534,S.CN.SSE.603156,603156,养元饮品,2018-02-12,2200-01-01,STOCK,,,,2018-02-12,2200-01-01
1535,S.CN.SSE.603157,603157,退市拉夏,2017-09-25,2200-01-01,STOCK,,,,2017-09-25,2200-01-01
1536,S.CN.SSE.603158,603158,腾龙股份,2015-03-20,2200-01-01,STOCK,,,,2015-03-20,2200-01-01
1537,S.CN.SSE.603159,603159,上海亚虹,2016-08-12,2200-01-01,STOCK,,,,2016-08-12,2200-01-01
1538,S.CN.SSE.603160,603160,汇顶科技,2016-10-17,2200-01-01,STOCK,,,,2016-10-17,2200-01-01
1539,S.CN.SSE.603161,603161,科华控股,2018-01-05,2200-01-01,STOCK,,,,2018-01-05,2200-01-01
1540,S.CN.SSE.603165,603165,荣晟环保,2017-01-17,2200-01-01,STOCK,,,,2017-01-17,2200-01-01
1541,S.CN.SSE.603166,603166,福达股份,2014-11-27,2200-01-01,STOCK,,,,2014-11-27,2200-01-01
1542,S.CN.SSE.603167,603167,渤海轮渡,2012-09-06,2200-01-01,STOCK,,,,2012-09-06,2200-01-01
1543,S.CN.SSE.603168,603168,莎普爱思,2014-07-02,2200-01-01,STOCK,,,,2014-07-02,2200-01-01
1544,S.CN.SSE.603169,603169,兰石重装,2014-10-09,2200-01-01,STOCK,,,,2014-10-09,2200-01-01
1545,S.CN.SSE.603171,603171,税友股份,2021-06-30,2200-01-01,STOCK,,,,2021-06-30,2200-01-01
1546,S.CN.SSE.603176,603176,汇通集团,2021-12-31,2200-01-01,STOCK,,,,2021-12-31,2200-01-01
1547,S.CN.SSE.603177,603177,德创环保,2017-02-07,2200-01-01,STOCK,,,,2017-02-07,2200-01-01
1548,S.CN.SSE.603178,603178,圣龙股份,2017-03-28,2200-01-01,STOCK,,,,2017-03-28,2200-01-01
1549,S.CN.SSE.603179,603179,新泉股份,2017-03-17,2200-01-01,STOCK,,,,2017-03-17,2200-01-01
1550,S.CN.SSE.603180,603180,金牌厨柜,2017-05-12,2200-01-01,STOCK,,,,2017-05-12,2200-01-01
1551,S.CN.SSE.603181,603181,皇马科技,2017-08-24,2200-01-01,STOCK,,,,2017-08-24,2200-01-01
1552,S.CN.SSE.603183,603183,建研院,2017-09-05,2200-01-01,STOCK,,,,2017-09-05,2200-01-01
1553,S.CN.SSE.603185,603185,上机数控,2018-12-28,2200-01-01,STOCK,,,,2018-12-28,2200-01-01
1554,S.CN.SSE.603186,603186,华正新材,2017-01-03,2200-01-01,STOCK,,,,2017-01-03,2200-01-01
1555,S.CN.SSE.603187,603187,海容冷链,2018-11-29,2200-01-01,STOCK,,,,2018-11-29,2200-01-01
1556,S.CN.SSE.603188,603188,亚邦股份,2014-09-09,2200-01-01,STOCK,,,,2014-09-09,2200-01-01
1557,S.CN.SSE.603189,603189,网达软件,2016-09-14,2200-01-01,STOCK,,,,2016-09-14,2200-01-01
1558,S.CN.SSE.603192,603192,汇得科技,2018-08-28,2200-01-01,STOCK,,,,2018-08-28,2200-01-01
1559,S.CN.SSE.603195,603195,公牛集团,2020-02-06,2200-01-01,STOCK,,,,2020-02-06,2200-01-01
1560,S.CN.SSE.603196,603196,日播时尚,2017-05-31,2200-01-01,STOCK,,,,2017-05-31,2200-01-01
1561,S.CN.SSE.603197,603197,保隆科技,2017-05-19,2200-01-01,STOCK,,,,2017-05-19,2200-01-01
1562,S.CN.SSE.603198,603198,迎驾贡酒,2015-05-28,2200-01-01,STOCK,,,,2015-05-28,2200-01-01
1563,S.CN.SSE.603199,603199,九华旅游,2015-03-26,2200-01-01,STOCK,,,,2015-03-26,2200-01-01
1564,S.CN.SSE.603200,603200,上海洗霸,2017-06-01,2200-01-01,STOCK,,,,2017-06-01,2200-01-01
1565,S.CN.SSE.603203,603203,快克股份,2016-11-08,2200-01-01,STOCK,,,,2016-11-08,2200-01-01
1566,S.CN.SSE.603208,603208,江山欧派,2017-02-10,2200-01-01,STOCK,,,,2017-02-10,2200-01-01
1567,S.CN.SSE.603209,603209,兴通股份,2022-03-24,2200-01-01,STOCK,,,,2022-03-24,2200-01-01
1568,S.CN.SSE.603212,603212,赛伍技术,2020-04-30,2200-01-01,STOCK,,,,2020-04-30,2200-01-01
1569,S.CN.SSE.603213,603213,镇洋发展,2021-11-11,2200-01-01,STOCK,,,,2021-11-11,2200-01-01
1570,S.CN.SSE.603214,603214,爱婴室,2018-03-30,2200-01-01,STOCK,,,,2018-03-30,2200-01-01
1571,S.CN.SSE.603215,603215,比依股份,2022-02-18,2200-01-01,STOCK,,,,2022-02-18,2200-01-01
1572,S.CN.SSE.603216,603216,梦天家居,2021-12-15,2200-01-01,STOCK,,,,2021-12-15,2200-01-01
1573,S.CN.SSE.603217,603217,元利科技,2019-06-20,2200-01-01,STOCK,,,,2019-06-20,2200-01-01
1574,S.CN.SSE.603218,603218,日月股份,2016-12-28,2200-01-01,STOCK,,,,2016-12-28,2200-01-01
1575,S.CN.SSE.603219,603219,富佳股份,2021-11-22,2200-01-01,STOCK,,,,2021-11-22,2200-01-01
1576,S.CN.SSE.603220,603220,中贝通信,2018-11-15,2200-01-01,STOCK,,,,2018-11-15,2200-01-01
1577,S.CN.SSE.603221,603221,爱丽家居,2020-03-23,2200-01-01,STOCK,,,,2020-03-23,2200-01-01
1578,S.CN.SSE.603222,603222,济民医疗,2015-02-17,2200-01-01,STOCK,,,,2015-02-17,2200-01-01
1579,S.CN.SSE.603223,603223,恒通股份,2015-06-30,2200-01-01,STOCK,,,,2015-06-30,2200-01-01
1580,S.CN.SSE.603225,603225,新凤鸣,2017-04-18,2200-01-01,STOCK,,,,2017-04-18,2200-01-01
1581,S.CN.SSE.603226,603226,菲林格尔,2017-06-15,2200-01-01,STOCK,,,,2017-06-15,2200-01-01
1582,S.CN.SSE.603227,603227,雪峰科技,2015-05-15,2200-01-01,STOCK,,,,2015-05-15,2200-01-01
1583,S.CN.SSE.603228,603228,景旺电子,2017-01-06,2200-01-01,STOCK,,,,2017-01-06,2200-01-01
1584,S.CN.SSE.603229,603229,奥翔药业,2017-05-09,2200-01-01,STOCK,,,,2017-05-09,2200-01-01
1585,S.CN.SSE.603230,603230,内蒙新华,2021-12-24,2200-01-01,STOCK,,,,2021-12-24,2200-01-01
1586,S.CN.SSE.603232,603232,格尔软件,2017-04-21,2200-01-01,STOCK,,,,2017-04-21,2200-01-01
1587,S.CN.SSE.603233,603233,大参林,2017-07-31,2200-01-01,STOCK,,,,2017-07-31,2200-01-01
1588,S.CN.SSE.603236,603236,移远通信,2019-07-16,2200-01-01,STOCK,,,,2019-07-16,2200-01-01
1589,S.CN.SSE.603238,603238,诺邦股份,2017-02-22,2200-01-01,STOCK,,,,2017-02-22,2200-01-01
1590,S.CN.SSE.603239,603239,浙江仙通,2016-12-30,2200-01-01,STOCK,,,,2016-12-30,2200-01-01
1591,S.CN.SSE.603256,603256,宏和科技,2019-07-19,2200-01-01,STOCK,,,,2019-07-19,2200-01-01
1592,S.CN.SSE.603258,603258,电魂网络,2016-10-26,2200-01-01,STOCK,,,,2016-10-26,2200-01-01
1593,S.CN.SSE.603259,603259,药明康德,2018-05-08,2200-01-01,STOCK,,,,2018-05-08,2200-01-01
1594,S.CN.SSE.603260,603260,合盛硅业,2017-10-30,2200-01-01,STOCK,,,,2017-10-30,2200-01-01
1595,S.CN.SSE.603261,603261,立航科技,2022-03-15,2200-01-01,STOCK,,,,2022-03-15,2200-01-01
1596,S.CN.SSE.603266,603266,天龙股份,2017-01-10,2200-01-01,STOCK,,,,2017-01-10,2200-01-01
1597,S.CN.SSE.603267,603267,鸿远电子,2019-05-15,2200-01-01,STOCK,,,,2019-05-15,2200-01-01
1598,S.CN.SSE.603268,603268,松发股份,2015-03-19,2200-01-01,STOCK,,,,2015-03-19,2200-01-01
1599,S.CN.SSE.603269,603269,海鸥股份,2017-05-17,2200-01-01,STOCK,,,,2017-05-17,2200-01-01
1600,S.CN.SSE.603277,603277,银都股份,2017-09-11,2200-01-01,STOCK,,,,2017-09-11,2200-01-01
1601,S.CN.SSE.603278,603278,大业股份,2017-11-13,2200-01-01,STOCK,,,,2017-11-13,2200-01-01
1602,S.CN.SSE.603279,603279,景津装备,2019-07-29,2200-01-01,STOCK,,,,2019-07-29,2200-01-01
1603,S.CN.SSE.603283,603283,赛腾股份,2017-12-25,2200-01-01,STOCK,,,,2017-12-25,2200-01-01
1604,S.CN.SSE.603286,603286,日盈电子,2017-06-27,2200-01-01,STOCK,,,,2017-06-27,2200-01-01
1605,S.CN.SSE.603288,603288,海天味业,2014-02-11,2200-01-01,STOCK,,,,2014-02-11,2200-01-01
1606,S.CN.SSE.603289,603289,泰瑞机器,2017-10-31,2200-01-01,STOCK,,,,2017-10-31,2200-01-01
1607,S.CN.SSE.603290,603290,斯达半导,2020-02-04,2200-01-01,STOCK,,,,2020-02-04,2200-01-01
1608,S.CN.SSE.603297,603297,永新光学,2018-09-10,2200-01-01,STOCK,,,,2018-09-10,2200-01-01
1609,S.CN.SSE.603298,603298,杭叉集团,2016-12-27,2200-01-01,STOCK,,,,2016-12-27,2200-01-01
1610,S.CN.SSE.603299,603299,苏盐井神,2015-12-31,2200-01-01,STOCK,,,,2015-12-31,2200-01-01
1611,S.CN.SSE.603300,603300,华铁应急,2015-05-29,2200-01-01,STOCK,,,,2015-05-29,2200-01-01
1612,S.CN.SSE.603301,603301,振德医疗,2018-04-12,2200-01-01,STOCK,,,,2018-04-12,2200-01-01
1613,S.CN.SSE.603303,603303,得邦照明,2017-03-30,2200-01-01,STOCK,,,,2017-03-30,2200-01-01
1614,S.CN.SSE.603305,603305,旭升股份,2017-07-10,2200-01-01,STOCK,,,,2017-07-10,2200-01-01
1615,S.CN.SSE.603306,603306,华懋科技,2014-09-26,2200-01-01,STOCK,,,,2014-09-26,2200-01-01
1616,S.CN.SSE.603308,603308,应流股份,2014-01-22,2200-01-01,STOCK,,,,2014-01-22,2200-01-01
1617,S.CN.SSE.603309,603309,维力医疗,2015-03-02,2200-01-01,STOCK,,,,2015-03-02,2200-01-01
1618,S.CN.SSE.603311,603311,金海高科,2015-05-18,2200-01-01,STOCK,,,,2015-05-18,2200-01-01
1619,S.CN.SSE.603313,603313,梦百合,2016-10-13,2200-01-01,STOCK,,,,2016-10-13,2200-01-01
1620,S.CN.SSE.603315,603315,福鞍股份,2015-04-24,2200-01-01,STOCK,,,,2015-04-24,2200-01-01
1621,S.CN.SSE.603316,603316,诚邦股份,2017-06-19,2200-01-01,STOCK,,,,2017-06-19,2200-01-01
1622,S.CN.SSE.603317,603317,天味食品,2019-04-16,2200-01-01,STOCK,,,,2019-04-16,2200-01-01
1623,S.CN.SSE.603318,603318,水发燃气,2015-04-24,2200-01-01,STOCK,,,,2015-04-24,2200-01-01
1624,S.CN.SSE.603319,603319,湘油泵,2016-11-30,2200-01-01,STOCK,,,,2016-11-30,2200-01-01
1625,S.CN.SSE.603320,603320,迪贝电气,2017-05-02,2200-01-01,STOCK,,,,2017-05-02,2200-01-01
1626,S.CN.SSE.603321,603321,梅轮电梯,2017-09-15,2200-01-01,STOCK,,,,2017-09-15,2200-01-01
1627,S.CN.SSE.603322,603322,超讯通信,2016-07-28,2200-01-01,STOCK,,,,2016-07-28,2200-01-01
1628,S.CN.SSE.603323,603323,苏农银行,2016-11-29,2200-01-01,STOCK,,,,2016-11-29,2200-01-01
1629,S.CN.SSE.603324,603324,盛剑环境,2021-04-07,2200-01-01,STOCK,,,,2021-04-07,2200-01-01
1630,S.CN.SSE.603326,603326,我乐家居,2017-06-16,2200-01-01,STOCK,,,,2017-06-16,2200-01-01
1631,S.CN.SSE.603327,603327,福蓉科技,2019-05-23,2200-01-01,STOCK,,,,2019-05-23,2200-01-01
1632,S.CN.SSE.603328,603328,依顿电子,2014-07-01,2200-01-01,STOCK,,,,2014-07-01,2200-01-01
1633,S.CN.SSE.603329,603329,上海雅仕,2017-12-29,2200-01-01,STOCK,,,,2017-12-29,2200-01-01
1634,S.CN.SSE.603330,603330,上海天洋,2017-02-13,2200-01-01,STOCK,,,,2017-02-13,2200-01-01
1635,S.CN.SSE.603331,603331,百达精工,2017-07-05,2200-01-01,STOCK,,,,2017-07-05,2200-01-01
1636,S.CN.SSE.603332,603332,苏州龙杰,2019-01-17,2200-01-01,STOCK,,,,2019-01-17,2200-01-01
1637,S.CN.SSE.603333,603333,尚纬股份,2012-05-07,2200-01-01,STOCK,,,,2012-05-07,2200-01-01
1638,S.CN.SSE.603335,603335,迪生力,2017-06-20,2200-01-01,STOCK,,,,2017-06-20,2200-01-01
1639,S.CN.SSE.603336,603336,宏辉果蔬,2016-11-24,2200-01-01,STOCK,,,,2016-11-24,2200-01-01
1640,S.CN.SSE.603337,603337,杰克股份,2017-01-19,2200-01-01,STOCK,,,,2017-01-19,2200-01-01
1641,S.CN.SSE.603338,603338,浙江鼎力,2015-03-25,2200-01-01,STOCK,,,,2015-03-25,2200-01-01
1642,S.CN.SSE.603339,603339,四方科技,2016-05-19,2200-01-01,STOCK,,,,2016-05-19,2200-01-01
1643,S.CN.SSE.603345,603345,安井食品,2017-02-22,2200-01-01,STOCK,,,,2017-02-22,2200-01-01
1644,S.CN.SSE.603348,603348,文灿股份,2018-04-26,2200-01-01,STOCK,,,,2018-04-26,2200-01-01
1645,S.CN.SSE.603351,603351,威尔药业,2019-01-30,2200-01-01,STOCK,,,,2019-01-30,2200-01-01
1646,S.CN.SSE.603353,603353,和顺石油,2020-04-07,2200-01-01,STOCK,,,,2020-04-07,2200-01-01
1647,S.CN.SSE.603355,603355,莱克电气,2015-05-13,2200-01-01,STOCK,,,,2015-05-13,2200-01-01
1648,S.CN.SSE.603356,603356,华菱精工,2018-01-24,2200-01-01,STOCK,,,,2018-01-24,2200-01-01
1649,S.CN.SSE.603357,603357,设计总院,2017-08-01,2200-01-01,STOCK,,,,2017-08-01,2200-01-01
1650,S.CN.SSE.603358,603358,华达科技,2017-01-25,2200-01-01,STOCK,,,,2017-01-25,2200-01-01
1651,S.CN.SSE.603359,603359,东珠生态,2017-09-01,2200-01-01,STOCK,,,,2017-09-01,2200-01-01
1652,S.CN.SSE.603360,603360,百傲化学,2017-02-06,2200-01-01,STOCK,,,,2017-02-06,2200-01-01
1653,S.CN.SSE.603363,603363,傲农生物,2017-09-26,2200-01-01,STOCK,,,,2017-09-26,2200-01-01
1654,S.CN.SSE.603365,603365,水星家纺,2017-11-20,2200-01-01,STOCK,,,,2017-11-20,2200-01-01
1655,S.CN.SSE.603366,603366,日出东方,2012-05-21,2200-01-01,STOCK,,,,2012-05-21,2200-01-01
1656,S.CN.SSE.603367,603367,辰欣药业,2017-09-29,2200-01-01,STOCK,,,,2017-09-29,2200-01-01
1657,S.CN.SSE.603368,603368,柳药股份,2014-12-04,2200-01-01,STOCK,,,,2014-12-04,2200-01-01
1658,S.CN.SSE.603369,603369,今世缘,2014-07-03,2200-01-01,STOCK,,,,2014-07-03,2200-01-01
1659,S.CN.SSE.603377,603377,东方时尚,2016-02-05,2200-01-01,STOCK,,,,2016-02-05,2200-01-01
1660,S.CN.SSE.603378,603378,亚士创能,2017-09-28,2200-01-01,STOCK,,,,2017-09-28,2200-01-01
1661,S.CN.SSE.603379,603379,三美股份,2019-04-02,2200-01-01,STOCK,,,,2019-04-02,2200-01-01
1662,S.CN.SSE.603380,603380,易德龙,2017-06-22,2200-01-01,STOCK,,,,2017-06-22,2200-01-01
1663,S.CN.SSE.603383,603383,顶点软件,2017-05-22,2200-01-01,STOCK,,,,2017-05-22,2200-01-01
1664,S.CN.SSE.603385,603385,惠达卫浴,2017-04-05,2200-01-01,STOCK,,,,2017-04-05,2200-01-01
1665,S.CN.SSE.603386,603386,广东骏亚,2017-09-12,2200-01-01,STOCK,,,,2017-09-12,2200-01-01
1666,S.CN.SSE.603387,603387,基蛋生物,2017-07-17,2200-01-01,STOCK,,,,2017-07-17,2200-01-01
1667,S.CN.SSE.603388,603388,元成股份,2017-03-24,2200-01-01,STOCK,,,,2017-03-24,2200-01-01
1668,S.CN.SSE.603389,603389,亚振家居,2016-12-15,2200-01-01,STOCK,,,,2016-12-15,2200-01-01
1669,S.CN.SSE.603390,603390,通达电气,2019-11-25,2200-01-01,STOCK,,,,2019-11-25,2200-01-01
1670,S.CN.SSE.603392,603392,万泰生物,2020-04-29,2200-01-01,STOCK,,,,2020-04-29,2200-01-01
1671,S.CN.SSE.603393,603393,新天然气,2016-09-12,2200-01-01,STOCK,,,,2016-09-12,2200-01-01
1672,S.CN.SSE.603396,603396,金辰股份,2017-10-18,2200-01-01,STOCK,,,,2017-10-18,2200-01-01
1673,S.CN.SSE.603398,603398,沐邦高科,2015-12-09,2200-01-01,STOCK,,,,2015-12-09,2200-01-01
1674,S.CN.SSE.603399,603399,吉翔股份,2012-08-24,2200-01-01,STOCK,,,,2012-08-24,2200-01-01
1675,S.CN.SSE.603408,603408,建霖家居,2020-07-30,2200-01-01,STOCK,,,,2020-07-30,2200-01-01
1676,S.CN.SSE.603416,603416,信捷电气,2016-12-21,2200-01-01,STOCK,,,,2016-12-21,2200-01-01
1677,S.CN.SSE.603421,603421,鼎信通讯,2016-10-11,2200-01-01,STOCK,,,,2016-10-11,2200-01-01
1678,S.CN.SSE.603429,603429,集友股份,2017-01-24,2200-01-01,STOCK,,,,2017-01-24,2200-01-01
1679,S.CN.SSE.603439,603439,贵州三力,2020-04-28,2200-01-01,STOCK,,,,2020-04-28,2200-01-01
1680,S.CN.SSE.603444,603444,吉比特,2017-01-04,2200-01-01,STOCK,,,,2017-01-04,2200-01-01
1681,S.CN.SSE.603456,603456,九洲药业,2014-10-10,2200-01-01,STOCK,,,,2014-10-10,2200-01-01
1682,S.CN.SSE.603458,603458,勘设股份,2017-08-09,2200-01-01,STOCK,,,,2017-08-09,2200-01-01
1683,S.CN.SSE.603466,603466,风语筑,2017-10-20,2200-01-01,STOCK,,,,2017-10-20,2200-01-01
1684,S.CN.SSE.603477,603477,巨星农牧,2017-12-18,2200-01-01,STOCK,,,,2017-12-18,2200-01-01
1685,S.CN.SSE.603486,603486,科沃斯,2018-05-28,2200-01-01,STOCK,,,,2018-05-28,2200-01-01
1686,S.CN.SSE.603488,603488,展鹏科技,2017-05-16,2200-01-01,STOCK,,,,2017-05-16,2200-01-01
1687,S.CN.SSE.603489,603489,八方股份,2019-11-11,2200-01-01,STOCK,,,,2019-11-11,2200-01-01
1688,S.CN.SSE.603496,603496,恒为科技,2017-06-07,2200-01-01,STOCK,,,,2017-06-07,2200-01-01
1689,S.CN.SSE.603499,603499,翔港科技,2017-10-16,2200-01-01,STOCK,,,,2017-10-16,2200-01-01
1690,S.CN.SSE.603500,603500,祥和实业,2017-09-04,2200-01-01,STOCK,,,,2017-09-04,2200-01-01
1691,S.CN.SSE.603501,603501,韦尔股份,2017-05-04,2200-01-01,STOCK,,,,2017-05-04,2200-01-01
1692,S.CN.SSE.603505,603505,金石资源,2017-05-03,2200-01-01,STOCK,,,,2017-05-03,2200-01-01
1693,S.CN.SSE.603506,603506,南都物业,2018-02-01,2200-01-01,STOCK,,,,2018-02-01,2200-01-01
1694,S.CN.SSE.603507,603507,振江股份,2017-11-06,2200-01-01,STOCK,,,,2017-11-06,2200-01-01
1695,S.CN.SSE.603508,603508,思维列控,2015-12-24,2200-01-01,STOCK,,,,2015-12-24,2200-01-01
1696,S.CN.SSE.603511,603511,爱慕股份,2021-05-31,2200-01-01,STOCK,,,,2021-05-31,2200-01-01
1697,S.CN.SSE.603515,603515,欧普照明,2016-08-19,2200-01-01,STOCK,,,,2016-08-19,2200-01-01
1698,S.CN.SSE.603516,603516,淳中科技,2018-02-02,2200-01-01,STOCK,,,,2018-02-02,2200-01-01
1699,S.CN.SSE.603517,603517,绝味食品,2017-03-17,2200-01-01,STOCK,,,,2017-03-17,2200-01-01
1700,S.CN.SSE.603518,603518,锦泓集团,2014-12-03,2200-01-01,STOCK,,,,2014-12-03,2200-01-01
1701,S.CN.SSE.603519,603519,立霸股份,2015-03-19,2200-01-01,STOCK,,,,2015-03-19,2200-01-01
1702,S.CN.SSE.603520,603520,司太立,2016-03-09,2200-01-01,STOCK,,,,2016-03-09,2200-01-01
1703,S.CN.SSE.603527,603527,众源新材,2017-09-07,2200-01-01,STOCK,,,,2017-09-07,2200-01-01
1704,S.CN.SSE.603528,603528,多伦科技,2016-05-03,2200-01-01,STOCK,,,,2016-05-03,2200-01-01
1705,S.CN.SSE.603529,603529,爱玛科技,2021-06-15,2200-01-01,STOCK,,,,2021-06-15,2200-01-01
1706,S.CN.SSE.603530,603530,神马电力,2019-08-05,2200-01-01,STOCK,,,,2019-08-05,2200-01-01
1707,S.CN.SSE.603533,603533,掌阅科技,2017-09-21,2200-01-01,STOCK,,,,2017-09-21,2200-01-01
1708,S.CN.SSE.603535,603535,嘉诚国际,2017-08-08,2200-01-01,STOCK,,,,2017-08-08,2200-01-01
1709,S.CN.SSE.603536,603536,惠发食品,2017-06-13,2200-01-01,STOCK,,,,2017-06-13,2200-01-01
1710,S.CN.SSE.603538,603538,美诺华,2017-04-07,2200-01-01,STOCK,,,,2017-04-07,2200-01-01
1711,S.CN.SSE.603551,603551,奥普家居,2020-01-15,2200-01-01,STOCK,,,,2020-01-15,2200-01-01
1713,S.CN.SSE.603556,603556,海兴电力,2016-11-10,2200-01-01,STOCK,,,,2016-11-10,2200-01-01
1715,S.CN.SSE.603558,603558,健盛集团,2015-01-27,2200-01-01,STOCK,,,,2015-01-27,2200-01-01
1716,S.CN.SSE.603559,603559,中通国脉,2016-12-02,2200-01-01,STOCK,,,,2016-12-02,2200-01-01
1717,S.CN.SSE.603565,603565,中谷物流,2020-09-25,2200-01-01,STOCK,,,,2020-09-25,2200-01-01
1718,S.CN.SSE.603566,603566,普莱柯,2015-05-18,2200-01-01,STOCK,,,,2015-05-18,2200-01-01
1719,S.CN.SSE.603567,603567,珍宝岛,2015-04-24,2200-01-01,STOCK,,,,2015-04-24,2200-01-01
1720,S.CN.SSE.603568,603568,伟明环保,2015-05-28,2200-01-01,STOCK,,,,2015-05-28,2200-01-01
1721,S.CN.SSE.603569,603569,长久物流,2016-08-10,2200-01-01,STOCK,,,,2016-08-10,2200-01-01
1722,S.CN.SSE.603577,603577,汇金通,2016-12-22,2200-01-01,STOCK,,,,2016-12-22,2200-01-01
1723,S.CN.SSE.603578,603578,三星新材,2017-03-06,2200-01-01,STOCK,,,,2017-03-06,2200-01-01
1724,S.CN.SSE.603579,603579,荣泰健康,2017-01-11,2200-01-01,STOCK,,,,2017-01-11,2200-01-01
1725,S.CN.SSE.603580,603580,艾艾精工,2017-05-25,2200-01-01,STOCK,,,,2017-05-25,2200-01-01
1726,S.CN.SSE.603583,603583,捷昌驱动,2018-09-21,2200-01-01,STOCK,,,,2018-09-21,2200-01-01
1727,S.CN.SSE.603585,603585,苏利股份,2016-12-14,2200-01-01,STOCK,,,,2016-12-14,2200-01-01
1728,S.CN.SSE.603586,603586,金麒麟,2017-04-06,2200-01-01,STOCK,,,,2017-04-06,2200-01-01
1729,S.CN.SSE.603587,603587,地素时尚,2018-06-22,2200-01-01,STOCK,,,,2018-06-22,2200-01-01
1730,S.CN.SSE.603588,603588,高能环境,2014-12-29,2200-01-01,STOCK,,,,2014-12-29,2200-01-01
1731,S.CN.SSE.603589,603589,口子窖,2015-06-29,2200-01-01,STOCK,,,,2015-06-29,2200-01-01
1732,S.CN.SSE.603590,603590,康辰药业,2018-08-27,2200-01-01,STOCK,,,,2018-08-27,2200-01-01
1733,S.CN.SSE.603595,603595,东尼电子,2017-07-12,2200-01-01,STOCK,,,,2017-07-12,2200-01-01
1734,S.CN.SSE.603596,603596,伯特利,2018-04-27,2200-01-01,STOCK,,,,2018-04-27,2200-01-01
1735,S.CN.SSE.603598,603598,引力传媒,2015-05-27,2200-01-01,STOCK,,,,2015-05-27,2200-01-01
